today,year,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,sugarWasSavedBySW,sugarWasSavedByIrrig,ratoon_no,sugarDAS,sugarStage,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,greenwt,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,biomass_n,green_biomass_n,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalSoilN2O,totalSoilCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigAlloc,MaxIrrigNum,IrrigFreq,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,NUPE,sucroseTH,IrrigAllocOrig
01/07/1963,1963,182,1962,01-May,1,sugar,alive,0,0,4,365,4.486,1958,1/7/1962,121,0,0,181,1963,14,2616,4780.01,4155.19,5181.24,3575.21,108.99,1702.17,,0,0,0,16.31,109.5,63.752,53.752,4.649,6637.399,6642.048,111060.847,17.17,14.88,1.329,9,297,2702.1,507.092,1520.361,909.521,748.701,200.452,949.153,7.673,6665.574,2.587,6668.161,111575.349,150,238.728,311.27,3.754,0.253,4.423,0.892,9172.839,350,0.776,2138.9,7.9,855.6,0,0,17.871,27.641,18.893,406.4,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2999.1,1206.521,2027.453,2227.905,8.43,4.676,9.03341093938688,0.114828694636165,14.5903614457831,0.7266,0.456544686840253,17.022,3_9
01/07/1964,1964,183,1963,01-May,1,sugar,alive,0,0,5,366,4.466,1958,1/7/1963,121,0,0,181,1964,14,2616,5352.36,4763.12,5878.87,4037.4,125.007,2119.2,,0,0,0,17.952,118.4,68.246,58.246,2.587,6665.574,6668.161,111575.349,18.17,16.01,1.337,9,297,1026,159.48,137.177,841.413,797.794,192.599,990.393,0.459,6676.093,4.242,6680.334,111435.355,150,246.979,326.449,15.849,0.441,0.688,3.172,10068.613,350,0.726,1849.9,6.9,740,0,0,17.496,27.22,19.699,68.1,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1323,1138.413,296.657,489.256,16.978,1.129,10.9808127630306,0.126219591616661,16.7345381526104,0.83338,0.506144247081736,21.192,3_9
01/07/1965,1965,182,1964,01-May,1,sugar,alive,0,0,6,365,4.49,1958,1/7/1964,121,0,0,181,1965,14,2616,5775.95,5119.46,6312.6,4350.24,134.208,2472.75,,0,0,0,19.762,119.1,86.196,76.196,4.242,6676.093,6680.334,111435.355,18.56,16.15,1.34,9,297,1096,192.832,131.773,908.101,897.963,171.954,1069.917,0.336,6687.177,3.582,6690.759,111655.459,150,258.278,340.917,11.653,0.668,0.277,2.565,10490.756,350,0.772,2112.9,7.8,845.2,0,0,17.766,27.399,19.433,77.2,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1393,1205.101,324.605,496.559,12.598,0.945,11.1366599148121,0.125437767602534,17.966265060241,0.89472,0.519626139276284,24.727,3_9
01/05/1966,1966,121,0,01-May,1,none,out,0,0,-1,0,6,1958,0.000,121,0,0,181,-1,14,2616,0,0,0,0,0,0,,0,0,0,0,0,66.674,56.674,3.582,6687.177,6690.759,111655.459,0,0,1.348,0,0,949.9,540.347,122.803,622.043,0,179.674,179.674,0.053,6831.447,22.372,6853.819,113666.827,0,0,84.903,3.2,0.672,0.1,0.408,9311.179,350,0.013,18.6,0.1,7.5,0,0,17.766,27.748,21.022,80,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,949.9,622.043,663.15,842.824,3.972,0.772,0,0,0,,,0,3_9
01/09/1967,1967,244,1966,01-May,2,sugar,alive,0,0,0,488,4.622,1966,1/5/1966,121,0,0,181,1967,14,2616,5769.54,5168.29,5966.37,4522.76,138.587,2231.47,,0,0,0,16.905,170.6,173.75,173.75,22.372,6831.447,6853.819,113666.827,26.52,24.32,1.37,9,297,1327.7,198.196,277.078,1032.615,798.191,444.263,1242.454,4.37,6628.123,4.798,6632.921,110861.805,130,359.344,376.109,26.459,1.431,1.829,5.131,6246.579,350,0.855,2759,10.1,1103.6,0,0,16.328,26.299,18.704,100.3,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1624.7,1329.615,475.274,919.537,29.719,3.26,10.4230923989275,0.11154296255636,18.5524765729585,1.06605384615385,0.385666659245737,22.315,3_9
01/09/1968,1968,245,1967,01-May,2,sugar,alive,0,0,1,366,4.426,1966,1/9/1967,121,0,0,181,1968,14,2616,5130.22,4586.39,5559.65,3883.19,120.269,2156.82,,0,0,0,19.158,104.1,62.722,52.722,4.798,6628.123,6632.921,110861.805,16.95,14.96,1.332,9,297,2225.6,545.342,1010.679,978.82,741.487,211.756,953.243,8.28,6686.856,2.544,6689.4,111600.171,150,228.353,314.812,11.922,2.476,3.354,2.383,8998.262,350,0.764,2065.1,7.7,826.1,0,0,17.059,26.962,19.919,213.1,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2522.6,1275.82,1556.021,1767.777,17.752,5.83,9.42680001881143,0.12616824880959,16.1002677376171,0.801793333333333,0.526680183750597,21.568,3_9
01/08/1969,1969,213,1968,01-May,2,sugar,alive,0,0,2,334,4.447,1966,1/9/1968,121,0,0,181,1969,14,2616,5211.37,4663.84,5761.91,3857.92,119.457,2143.72,,0,0,0,19.173,104.1,58.059,48.059,2.544,6686.856,6689.4,111600.171,16.99,14.98,1.355,9,297,962.4,155.036,132.27,791.772,769.47,172.251,941.721,0.447,6715.591,3.162,6718.752,112034.235,150,238.709,310.819,4.853,0.13,0.409,1.128,9290.01,350,0.744,1945.5,7.3,778.2,0,0,18.545,27.868,19.976,55.6,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1259.4,1088.772,287.306,459.557,5.392,0.539,10.971718596731,0.126849672036622,15.9915662650602,0.79638,0.50042939311044,21.437,3_9
01/07/1970,1970,182,1969,01-May,2,sugar,alive,0,0,3,334,4.428,1966,1/8/1969,121,0,0,181,1970,14,2616,4409.32,3749.9,4804.3,3304.59,99.841,1597.55,,0,0,0,16.781,92.9,70.432,60.432,3.162,6715.591,6718.752,112034.235,15.32,12.91,1.365,9,297,1641.1,271.846,784.728,738.937,711.685,165.313,876.998,2.29,6768.797,1.268,6770.065,112917.885,150,217.51,295.608,5.704,0.196,2.065,1.235,9385.192,350,0.796,2271.3,8.5,908.5,0,0,18.06,27.974,20.617,411.7,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1938.1,1035.937,1056.574,1221.887,7.965,2.261,9.63774824144711,0.113844045254379,13.3655957161981,0.665606666666667,0.459017976185003,15.976,3_9
01/07/1971,1971,182,1970,01-May,2,sugar,alive,0,0,4,365,4.45,1966,1/7/1970,121,0,0,181,1971,14,2616,5125.44,4440.24,5538.41,3830.39,116.775,1791.84,,0,0,0,15.974,123.4,56.961,46.961,1.268,6768.797,6770.065,112917.885,19.41,16.9,1.38,9,297,1633.5,348.661,550.501,937.469,791.944,200.659,992.603,3.197,6769.651,2.049,6771.7,112946.646,150,263.139,335.115,8.68,0.18,1.991,1.809,9578.283,350,0.807,2353.6,8.7,941.4,0,0,17.125,27.326,19.196,129.3,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1930.5,1234.469,899.162,1099.821,10.851,2.171,9.45953280317286,0.117645221704952,15.6325301204819,0.7785,0.443776863178776,17.918,3_9
01/07/1972,1972,183,1971,01-May,2,sugar,alive,0,0,5,366,4.494,1966,1/7/1971,121,0,0,181,1972,14,2616,5391.03,4784.26,5924.76,4045.61,124.588,2130.84,,0,0,0,18.137,124.7,77.695,67.695,2.049,6769.651,6771.7,112946.646,18.92,16.7,1.381,9,297,2077.4,508.945,817.185,1036.186,853.676,190.297,1043.972,3.075,6780.054,3.305,6783.359,113188.27,150,258.354,349.277,16.952,0.516,2.725,3.339,10489.752,350,0.764,2064.6,7.7,825.8,0,0,17.741,27.479,19.215,183.4,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2374.4,1333.186,1326.13,1516.427,20.193,3.241,9.34513263715641,0.119340365450414,16.6784471218206,0.830586666666667,0.482237550028256,21.308,3_9
01/07/1973,1973,182,1972,01-May,2,sugar,alive,0,0,6,365,4.486,1966,1/7/1972,121,0,0,181,1973,14,2616,4480.41,3969.89,5029.05,3285.97,101.178,1593.93,,0,0,0,16.477,109.6,63.994,53.994,3.305,6780.054,6783.359,113188.27,16.81,14.94,1.386,9,297,1091.3,273.308,238.965,711.597,664.916,192.858,857.774,0.768,6823.092,4.969,6828.061,113646.302,150,227.772,318.478,5.311,0.155,0.974,1.289,9985.259,350,0.681,1632.1,6.1,652.9,0,0,17.985,27.773,19.988,148.3,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1388.3,1008.597,512.273,705.131,6.44,1.129,10.0315586899426,0.117954146430179,13.544578313253,0.67452,0.444207365259997,15.939,3_9
01/05/1974,1974,121,0,01-May,2,none,out,0,0,-1,0,6,1966,0.000,121,0,0,181,-1,14,2616,0,0,0,0,0,0,,0,0,0,0,0,64.247,54.247,4.969,6823.092,6828.061,113646.302,0,0,1.399,0,0,3066.1,957.108,1629.062,893.665,0,392.409,392.409,8.918,6878.244,69.742,6947.986,113601.596,0,0,146.055,25.721,3.415,7.318,3.739,9719.089,350,0.002,3.1,0,1.2,0,0,19.459,27.645,18.519,199.6,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,3066.1,893.665,2586.17,2978.579,36.454,10.733,0,0,0,,,0,3_9
01/09/1975,1975,244,1974,01-May,3,sugar,alive,2,0,0,488,4.631,1974,1/5/1974,121,0,0,181,1975,14,2616,5901.79,5234.48,6016.2,4621.95,142.471,2496.79,,0,0,0,18.656,191.4,151.769,151.769,69.742,6878.244,6947.986,113601.596,26.97,24.53,1.402,9,297,1898.4,75.514,954.621,929.209,821.191,454.788,1275.979,30.51,6644.055,30.61,6674.665,111615.5,130,362.147,400.326,51.289,2.044,19.874,9.724,4810.69,350,0.847,2681,9.8,1072.4,0,0,16.451,26.376,18.682,139.4,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2195.4,1226.209,1030.135,1484.923,73.207,21.918,11.6188186516328,0.111656226317204,19.0724230254351,1.09593076923077,0.393406544856094,24.968,3_9
01/09/1976,1976,245,1975,01-May,3,sugar,alive,0,0,1,366,4.47,1974,1/9/1975,121,0,0,181,1976,14,2616,4305.2,3861.41,4724.1,3255.31,100.499,1896.03,,0,0,0,20.305,73.6,58.736,48.736,30.61,6644.055,6674.665,111615.5,12.08,10.45,1.36,4,132,2275.4,773.302,864.232,1037.587,612.863,151.541,764.404,1.005,6735.411,3.111,6738.522,112426.465,150,162.884,253.444,31.943,23.306,1.36,6.054,8729.871,350,0.789,2224.5,8.7,889.8,0,0,17.791,26.806,18.215,161.4,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2407.4,1169.587,1637.534,1789.075,56.609,24.666,8.5926912662333,0.131473670990733,17.2678694158076,0.669993333333333,0.616997372363154,18.96,3_9
01/08/1977,1977,213,1976,01-May,3,sugar,alive,0,0,2,334,4.419,1974,1/9/1976,121,0,0,181,1977,14,2616,4282.44,3824.24,4761.95,3164.96,98.004,1613.54,,0,0,0,17.351,86.1,56.197,46.197,3.111,6735.411,6738.522,112426.465,14.14,12.46,1.388,7,231,1974.4,630.582,761.98,955.386,610.493,181.105,791.597,2.158,6739.163,3.922,6743.085,112482.811,150,199.803,299.467,32.611,7.655,2.622,6.086,8215.187,350,0.727,1857.1,6.9,742.9,0,0,18.526,27.68,19.116,166.6,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2205.4,1186.386,1392.562,1573.667,42.888,10.277,8.26071784393949,0.123805421192854,14.3911894273128,0.65336,0.490503145598415,16.135,3_9
01/07/1978,1978,182,1977,01-May,3,sugar,alive,0,0,3,334,4.412,1974,1/8/1977,121,0,0,181,1978,14,2616,4248.34,3692.16,4660.35,3093,94.886,1581.62,,0,0,0,17.602,87.6,63.439,53.439,3.922,6739.163,6743.085,112482.811,15.2,13.16,1.391,9,297,1299.4,178.033,584.798,667.012,627.847,183.878,811.725,1.765,6778.667,3.609,6782.277,113108.719,150,206.257,281.485,8.999,0.302,1.535,1.673,7873.339,350,0.706,1749.6,6.6,699.9,0,0,18.142,27.79,20.713,300,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1596.4,964.012,762.831,946.709,10.836,1.837,9.84282353331701,0.116894268379069,12.7022757697456,0.632573333333333,0.46003771993193,15.816,3_9
01/07/1979,1979,182,1978,01-May,3,sugar,alive,0,0,4,365,4.478,1974,1/7/1978,121,0,0,181,1979,14,2616,5447.57,4862.69,5967.78,4093.37,126.654,2059.21,,0,0,0,17.098,122.2,67.283,57.283,3.609,6778.667,6782.277,113108.719,18.59,16.44,1.4,9,297,2906,477.256,1676.831,987.108,765.168,195.749,960.917,9.628,6777.208,2.025,6779.233,113096.845,150,255.459,326.476,17.519,0.568,5.162,3.449,9547.07,350,0.739,1920.7,7.1,768.3,0,0,18.058,26.672,18.176,509.4,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,3203,1284.108,2154.087,2349.836,23.249,5.73,9.86318907755422,0.131805348432799,16.9550200803213,0.84436,0.495789931065259,20.592,3_9
01/07/1980,1980,183,1979,01-May,3,sugar,alive,0,0,5,366,4.517,1974,1/7/1979,121,0,0,181,1980,14,2616,5536.3,4934.59,6103.19,4203.25,129.745,2241.56,,0,0,0,18.35,114.7,137.279,127.279,2.025,6777.208,6779.233,113096.845,17.39,15.19,1.401,9,297,1248.6,184.876,405.976,811.57,813.782,172.986,986.768,1.061,6807.863,3.93,6811.792,113558.239,150,246.015,315.095,1.975,0.103,0.912,0.693,10420.158,350,0.777,2142.3,8,856.9,0,0,18.395,27.626,19.976,215.6,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1545.6,1108.57,590.852,763.838,2.99,1.015,11.7038166286297,0.131484806965771,17.3688085676038,0.864966666666667,0.527386541471049,22.416,3_9
01/07/1981,1981,182,1980,01-May,3,sugar,alive,0,0,6,365,4.48,1974,1/7/1980,121,0,0,181,1981,14,2616,5084.85,4547.62,5691.54,3795.54,117.379,2023.24,,0,0,0,18.301,112.8,87.26,77.26,3.93,6807.863,6811.792,113558.239,17.34,15.37,1.41,8,264,1619.3,534.337,417.284,997.504,750.906,164.407,915.313,1.1,6826.225,4.709,6830.934,113758.039,150,241.967,327.176,13.892,0.299,1.139,2.867,10504.577,350,0.746,1956.6,7.3,782.7,0,0,18.21,27.259,19.351,101.3,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1883.3,1261.504,951.621,1116.028,15.33,1.438,9.30468710364771,0.128239192494808,16.4396358543417,0.782526666666667,0.485103340538173,20.232,3_9
01/05/1982,1982,121,0,01-May,3,none,out,0,0,-1,0,6,1974,0.000,121,0,0,181,-1,14,2616,0,0,0,0,0,0,,0,0,0,0,0,87.626,77.626,4.709,6826.225,6830.934,113758.039,0,0,1.418,0,0,1203.3,557.24,317.141,708.043,0,265.277,265.277,0.58,6902.718,54.298,6957.016,114148.983,0,0,138.269,28.365,4.671,2.807,4.657,10130.032,350,0.006,9.1,0,3.6,0,0,19.439,28.196,20.566,222,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1203.3,708.043,874.381,1139.658,35.843,7.478,0,0,0,,,0,3_9
01/09/1983,1983,244,1982,01-May,4,sugar,alive,0,0,0,488,4.625,1982,1/5/1982,121,0,0,181,1983,14,2616,6127.83,5505.87,6335.18,4849.84,149.566,2393.57,,0,0,0,16.784,185.7,151.268,151.268,54.298,6902.718,6957.016,114148.983,26.11,23.83,1.427,9,297,1510.9,233.893,440.235,1021.84,806.682,400.477,1207.158,4.237,6718.079,6.32,6724.4,112520.812,130,357.649,357.318,32.389,7.941,2.27,6.201,5009.199,350,0.842,2632,9.6,1052.8,0,0,16.662,26.055,19.196,156,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1807.9,1318.84,674.128,1074.605,42.6,10.211,11.3407236662522,0.123899274162951,20.0222222222222,1.15050769230769,0.418192138101882,23.936,3_9
01/09/1984,1984,245,1983,01-May,4,sugar,alive,0,0,1,366,4.481,1982,1/9/1983,121,0,0,181,1984,14,2616,4793.84,4222.28,5159.01,3633.96,111.217,1938.77,,0,0,0,18.542,86.3,59.882,49.882,6.32,6718.079,6724.4,112520.812,14.28,12.19,1.394,9,297,689.2,76.038,56.397,608.418,672.977,168.992,841.969,0.099,6790.218,4.813,6795.031,113457.619,150,197.711,285.072,14.362,1.645,0.153,2.884,8973.469,350,0.835,2570.3,9.7,1028.1,0,0,18.315,27.231,19.32,62,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,986.2,905.418,132.435,301.427,16.16,1.798,12.2834977877621,0.132091561565806,14.8884872824632,0.741446666666667,0.562523076611822,19.388,3_9
01/08/1985,1985,213,1984,01-May,4,sugar,alive,0,0,2,334,4.438,1982,1/9/1984,121,0,0,181,1985,14,2616,5190.34,4678.91,5761.48,3925.49,122.155,2079.94,,0,0,0,18.043,106.4,53.679,43.679,4.813,6790.218,6795.031,113457.619,16.87,14.99,1.415,8,264,1609.6,312.741,597.026,900.671,738.034,177.028,915.062,2.314,6801.662,3.733,6805.395,113545.322,150,238.181,318.634,11.56,2.339,1.706,2.178,9301.552,350,0.773,2116.2,7.9,846.5,0,0,18.765,27.514,19.449,365,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1873.6,1164.671,909.767,1086.795,15.605,4.045,10.4883696769302,0.13349368676658,17.108543417367,0.814366666666667,0.512866265571141,20.799,3_9
01/07/1986,1986,182,1985,01-May,4,sugar,alive,0,0,3,334,4.452,1982,1/8/1985,121,0,0,181,1986,14,2616,5397.75,4802.74,5982.48,3998.89,123.777,2140,,0,0,0,18.366,114,86.45,76.45,3.733,6801.662,6805.395,113545.322,18.23,16.05,1.419,9,297,1353,338.398,358.232,896.959,766.719,172.024,938.743,0.745,6813.831,2.646,6816.478,113771.796,150,252.94,325.445,8.92,0.787,0.739,1.683,9830.152,350,0.735,1895.8,7.1,758.3,0,0,19.037,27.651,19.903,134,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1650,1193.959,696.63,868.654,10.446,1.526,10.3669388982369,0.131853979204106,16.5698795180723,0.82518,0.489353206293983,21.4,3_9
01/07/1987,1987,182,1986,01-May,4,sugar,alive,0,0,4,365,4.544,1982,1/7/1986,121,0,0,181,1987,14,2616,4806.32,4269.04,5373.84,3639.18,112.012,2006.85,,0,0,0,19.137,120.6,83.077,73.077,2.646,6813.831,6816.478,113771.796,17.33,15.37,1.423,9,297,756.7,34.973,41.617,709.477,710.352,195.34,905.692,0.104,6841.997,2.904,6844.9,114188.027,150,242.585,328.369,14.771,0.054,0.094,3.009,10548.429,350,0.742,1936.6,7.2,774.7,0,0,19.257,27.916,19.78,55,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1053.7,1006.477,76.59,271.93,14.919,0.148,11.1291167110625,0.123675598327025,14.9949129852744,0.746746666666667,0.461743306469897,20.068,3_9
01/07/1988,1988,183,1987,01-May,4,sugar,alive,0,0,5,366,4.514,1982,1/7/1987,121,0,0,181,1988,14,2616,5705.54,5072.5,6265.56,4284.16,131.789,2249.51,,0,0,0,18.095,122.2,136.495,126.495,2.904,6841.997,6844.9,114188.027,18.81,16.49,1.429,9,297,1598.2,245.033,644.972,892.778,829.423,174.846,1004.269,1.684,6850.314,2.038,6852.352,114325.717,150,257.074,322.955,6.744,0.455,1.152,1.558,10064.318,350,0.805,2337.1,8.7,934.8,0,0,18.474,27.344,19.667,293.4,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1895.2,1189.778,890.005,1064.851,8.351,1.607,11.0767723054217,0.131228784319739,17.6424364123159,0.878593333333333,0.512650054070034,22.495,3_9
01/07/1989,1989,182,1988,01-May,4,sugar,alive,0,0,6,365,4.511,1982,1/7/1988,121,0,0,181,1989,14,2616,5072.44,4514.44,5649.65,3834.55,118.513,2171.88,,0,0,0,19.641,107.6,119.42,109.42,2.038,6850.314,6852.352,114325.717,16.46,14.42,1.433,5,165,2493.7,908.551,878.236,1338.484,719.12,147.67,866.789,1.914,6884.289,4.126,6888.415,114690.668,150,229.805,317.568,12.861,2.227,4.246,2.674,10861.298,350,0.742,1935.2,7.2,774.1,0,0,18.823,26.928,18.87,197,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2658.7,1503.484,1786.787,1934.457,19.334,6.473,7.88255811169258,0.136726469763691,19.270406504065,0.790086666666667,0.515711146406736,21.719,3_9
01/05/1990,1990,121,0,01-May,4,none,out,0,0,-1,0,6,1982,0.000,121,0,0,181,-1,14,2616,0,0,0,0,0,0,,0,0,0,0,0,114.544,104.544,4.126,6884.289,6888.415,114690.668,0,0,1.445,0,0,1291.8,548.489,466.492,581.802,0,217.052,217.052,1.772,6958.03,40.337,6998.367,115065.229,0,0,130.381,33.672,11.652,1.535,5.752,9896.038,350.149,0.008,12.1,0.1,4.8,0,0,18.785,27.847,20.741,130,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1291.8,581.802,1014.981,1232.033,46.859,13.187,0,0,0,,,0,3_9
01/09/1991,1991,244,1990,01-May,5,sugar,alive,0,0,0,488,4.644,1990,1/5/1990,121,0,0,181,1991,14,2616,4238.19,3692.74,4293.18,3409.27,102.666,1379.94,,0,0,0,13.633,140,174.311,174.311,40.337,6958.03,6998.367,115065.229,21.77,19.77,1.457,9,297,3391.8,461.635,2354.53,858.331,562.964,421.141,984.105,53.883,6782.578,7.228,6789.806,113526.889,130,295.541,338.734,36.096,18.281,20.473,6.607,4359.399,352.197,0.89,3157.1,11.6,1262.8,0,0,17.035,26.151,18.614,298.2,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,3688.8,1155.331,2816.165,3237.306,74.85,38.754,8.88628453663928,0.104324233694575,13.7437751004016,0.789738461538462,0.347383273386772,13.799,3_9
01/09/1992,1992,245,1991,01-May,5,sugar,alive,0,0,1,366,4.486,1990,1/9/1991,121,0,0,181,1992,14,2616,4502.85,3833.71,4632.67,3459.12,104.581,1785.97,,0,0,0,18.105,93.1,44.841,34.841,7.228,6782.578,6789.806,113526.889,15.94,13.49,1.423,9,297,803.3,106.995,83.77,698.423,647.561,245.265,892.826,1.049,6814.62,17.744,6832.364,114053.155,150,211.54,292.826,20.326,2.833,0.604,3.913,6880.253,353.766,0.899,3270.7,12.2,1308.3,0,0,18.442,27.896,20.861,174,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1100.3,995.423,190.765,436.03,23.763,3.437,10.5061868170617,0.117134805662021,14.0001338688086,0.697206666666667,0.494379313604992,17.86,3_9
01/08/1993,1993,213,1992,01-May,5,sugar,alive,0,0,2,334,4.436,1990,1/9/1992,121,0,0,181,1993,14,2616,5364.52,4825.97,5863.89,3969.97,123.974,2360.18,,0,0,0,20.516,103.8,43.55,33.55,17.744,6814.62,6832.364,114053.155,17.34,15.37,1.433,9,297,1193.1,154.932,363.082,797.292,720.128,208.536,928.664,0.794,6841.576,9.282,6850.858,114190.214,150,236.838,314.744,9.994,5.05,0.703,2.148,8658.333,355.229,0.677,1612.5,6.1,645,0,0,19.307,27.919,20.536,185,Mackay,Mackay,Pind,1958,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1490.1,1094.292,518.014,726.55,15.747,5.753,11.3291516341159,0.133497152899219,16.5962516733601,0.826493333333333,0.523454850995195,23.602,3_9
